Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1770302752,120,GET,GET /download/{zip},29.100000,0.000000,3,3,4,4,5,7,8,10,16,16,16,528,0,3,3.587929924247929,1.407799999924464,23.335100000167586,224.0
1770302752,120,POST,POST /upload,29.100000,0.000000,46,47,47,47,49,50,51,53,71,71,71,528,0,46,46.192465151523436,42.319099999986065,70.58779999988474,98.0
1770302752,120,,Aggregated,87.200000,0.000000,4,13,45,45,47,48,50,51,71,71,71,1586,0,4,18.01237093316852,1.186199999665405,70.58779999988474,185.72887767969735
1770302753,125,GET,GET /,30.000000,0.000000,3,3,4,4,9,11,13,13,16,16,16,574,0,3,4.236449303135813,1.186199999665405,23.39399999982561,235.0
1770302753,125,GET,GET /download/{zip},29.900000,0.000000,3,4,4,5,6,7,9,10,16,16,16,574,0,3,3.6015205574951725,1.394700000219018,23.335100000167586,224.0
1770302753,125,POST,POST /upload,29.900000,0.000000,46,46,47,47,49,50,51,53,71,71,71,574,0,46,46.161553484324614,42.319099999986065,70.58779999988474,98.0
1770302753,125,,Aggregated,89.800000,0.000000,4,13,44,45,47,48,50,51,68,71,71,1722,0,4,17.9998411149852,1.186199999665405,70.58779999988474,185.66666666666666
1770302754,130,GET,GET /,33.200000,0.000000,3,3,4,4,9,11,12,13,16,16,16,617,0,3,4.183939384115304,1.186199999665405,23.39399999982561,235.0
1770302754,130,GET,GET /download/{zip},33.200000,0.000000,3,3,4,4,5,7,9,10,16,16,16,613,0,3,3.569275530185557,1.394700000219018,23.335100000167586,224.0
1770302754,130,POST,POST /upload,33.200000,0.000000,46,46,47,47,49,50,51,53,71,71,71,613,0,46,46.146636378473474,42.319099999986065,70.58779999988474,98.0
1770302754,130,,Aggregated,99.600000,0.000000,4,12,44,45,47,48,50,51,68,71,71,1843,0,4,17.936703526862246,1.186199999665405,70.58779999988474,185.77373846988607
1770302755,135,GET,GET /,34.600000,0.000000,3,3,4,4,9,11,12,13,16,16,16,666,0,3,4.12618078077846,1.186199999665405,23.39399999982561,235.0
1770302755,135,GET,GET /download/{zip},34.400000,0.000000,3,4,4,5,6,7,9,10,16,16,16,664,0,3,3.586538102411626,1.394700000219018,23.335100000167586,224.0
1770302755,135,POST,POST /upload,34.400000,0.000000,46,46,47,47,49,50,51,53,71,71,71,664,0,46,46.11151295181111,42.319099999986065,70.58779999988474,98.0
1770302755,135,,Aggregated,103.400000,0.000000,4,12,45,45,47,48,50,51,68,71,71,1994,0,4,17.927553811435477,1.186199999665405,70.58779999988474,185.71614844533602
1770302756,140,GET,GET /,36.300000,0.000000,3,3,4,4,9,11,12,13,16,16,16,704,1,3,4.111415340907663,1.186199999665405,23.39399999982561,234.6661931818182
1770302756,140,GET,GET /download/{zip},36.100000,0.000000,3,4,4,4,6,7,8,10,16,16,16,703,0,3,3.567703982930542,1.3500000000021828,23.335100000167586,224.0
1770302756,140,POST,POST /upload,36.000000,0.000000,46,46,47,47,49,50,51,54,71,71,71,703,0,46,46.14134281650314,42.319099999986065,70.58779999988474,98.0
1770302756,140,,Aggregated,108.400000,0.000000,4,12,45,45,47,48,50,51,68,71,71,2110,1,4,17.933600142180506,1.186199999665405,70.58779999988474,185.578672985782
1770302757,145,GET,GET /,38.700000,0.000000,3,3,4,4,8,11,12,12,16,16,16,756,1,3,4.0659818783088815,1.186199999665405,23.39399999982561,234.68915343915344
1770302757,145,GET,GET /download/{zip},38.100000,0.000000,3,4,4,5,6,7,9,10,16,16,16,753,0,3,3.5764244355876476,1.3500000000021828,23.335100000167586,224.0
1770302757,145,POST,POST /upload,38.200000,0.000000,46,46,47,47,49,50,51,53,71,71,71,753,0,46,46.12530026560601,42.319099999986065,70.58779999988474,98.0
1770302757,145,,Aggregated,115.000000,0.000000,4,12,44,45,47,48,50,51,68,71,71,2262,1,4,17.904191423519173,1.186199999665405,70.58779999988474,185.62820512820514
1770302758,150,GET,GET /,40.100000,0.100000,3,3,3,4,8,10,12,12,16,16,16,809,1,3,4.000973671198072,1.186199999665405,23.39399999982561,234.70951792336217
1770302758,150,GET,GET /download/{zip},39.900000,0.000000,3,4,4,5,6,7,9,10,16,16,16,806,0,3,3.558456947888135,1.3500000000021828,23.335100000167586,224.0
1770302758,150,POST,POST /upload,39.900000,0.000000,46,46,47,47,49,50,51,53,71,71,71,806,0,46,46.08584640198806,42.319099999986065,70.58779999988474,98.0
1770302758,150,,Aggregated,119.900000,0.100000,4,12,44,45,47,48,50,50,68,71,71,2421,1,4,17.864558529533024,1.186199999665405,70.58779999988474,185.63073110285006
1770302759,155,GET,GET /,40.400000,0.100000,3,3,3,4,8,10,12,12,16,16,16,864,1,3,3.935011574073302,1.090100000055827,23.39399999982561,234.72800925925927
1770302759,155,GET,GET /download/{zip},40.400000,0.000000,3,4,4,5,6,7,9,10,16,16,16,862,0,3,3.5153353828275393,1.3500000000021828,23.335100000167586,224.0
1770302759,155,POST,POST /upload,40.400000,0.000000,46,46,47,47,49,50,51,53,71,71,71,862,0,46,46.05980881670873,42.319099999986065,70.58779999988474,98.0
1770302759,155,,Aggregated,121.200000,0.100000,4,12,45,45,47,48,50,50,68,71,71,2588,1,4,17.8259753863986,1.090100000055827,70.58779999988474,185.61398763523957
1770302760,160,GET,GET /,42.700000,0.100000,3,3,3,4,8,10,12,12,16,16,16,914,1,3,3.916467943108091,1.090100000055827,23.39399999982561,234.74288840262582
